issn,eissn,journal_name,category,if_2022,rank,collection,jci,citations,percentageOAGold
0917-415X,1882-5729,Tropics,ECOLOGY - ESCI(N/A),0,N,ESCI,0.17,305,100
0003-2638,1467-8284,ANALYSIS,PHILOSOPHY - AHCI(N/A),0,N,AHCI,1.59,3166,3.42
0003-6420,0003-6420,APERTURE,ART - AHCI(N/A),0,N,AHCI,0.02,65,0
0004-0975,1080-6504,ARETHUSA,CLASSICS - AHCI(N/A),0,N,AHCI,0.55,235,0
1592-6117,1724-2118,Aestimum,ECONOMICS - ESCI(N/A),0,N,ESCI,0.3,141,7.89
1465-4253,2156-4914,Afterall,ART - AHCI(N/A),0,N,AHCI,0.25,78,0
1025-0247,1025-0247,Agrisost,"AGRICULTURE, MULTIDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0.02,11,0
0216-0455,2527-3825,Agritech,AGRONOMY - ESCI(N/A),0,N,ESCI,0.05,125,54.17
0126-0537,0126-0537,Agrivita,AGRONOMY - ESCI(N/A),0,N,ESCI,0.26,249,100
1378-5087,0779-7842,Akkadica,ARCHAEOLOGY - AHCI(N/A),0,N,AHCI,0.16,23,0
1801-9064,1801-9064,Akustika,ACOUSTICS - ESCI(N/A),0,N,ESCI,0.13,85,0.38
0329-3807,1851-4669,Anclajes,LITERATURE - ESCI(N/A),0,N,ESCI,1.51,134,98.84
0570-7218,2341-1120,Archivum,LANGUAGE & LINGUISTICS - ESCI(N/A),0,N,ESCI,0.08,46,1.96
1695-5951,1695-5951,Artnodes,"HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0.66,66,79.31
1648-7788,1822-4180,Aviation,"ENGINEERING, AEROSPACE - ESCI(N/A)",0,N,ESCI,0.38,158,100
N/A,2056-807X,BDJ Open,"DENTISTRY, ORAL SURGERY & MEDICINE - ESCI(N/A)",0,N,ESCI,0.9,236,100
0014-0759,2111-4579,ESPRIT,LITERARY REVIEWS - AHCI(N/A),0,N,AHCI,0.48,398,0
0211-819X,2014-8801,Educar,EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A),0,N,ESCI,0.53,335,94.19
0014-6242,1613-0464,FABULA,FOLKLORE - AHCI(N/A),0,N,AHCI,0.51,68,4.44
N/A,2079-6439,Fibers,"MATERIALS SCIENCE, MULTIDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0.53,1656,96.92
2221-2434,2221-2434,Finlay,"MEDICINE, GENERAL & INTERNAL - ESCI(N/A)",0,N,ESCI,0.01,39,0
N/A,2311-5521,Fluids,"PHYSICS, FLUIDS & PLASMAS - ESCI(N/A)",0,N,ESCI,0.62,1618,95.8
1018-5011,N/A,Gripla,"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN - AHCI(N/A); MEDIEVAL & RENAISSANCE STUDIES - AHCI(N/A)",0,N,AHCI,0.93,22,0
0160-0923,1935-0228,HELIOS,CLASSICS - AHCI(N/A),0,N,AHCI,1.7,109,0
1413-9138,2177-5346,Hypnos,CLASSICS - ESCI(N/A),0,N,ESCI,0.22,10,0
0754-023X,N/A,INFINI,LITERARY REVIEWS - AHCI(N/A),0,N,AHCI,0.14,4,0
1390-1249,1390-8065,Iconos,"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0.07,117,98.89
1871-7993,1871-8000,Images,ART - ESCI(N/A),0,N,ESCI,0.39,41,0
0748-4321,0748-4321,LEGACY,"LITERATURE, AMERICAN - AHCI(N/A)",0,N,AHCI,0.39,113,0
N/A,2379-5980,Ledger,ECONOMICS - ESCI(N/A),0,N,ESCI,0.77,130,89.29
0075-8914,1756-3801,Levant,ARCHAEOLOGY - AHCI(N/A),0,N,AHCI,1.2,393,24.53
0160-2764,0160-2764,MESTER,"LITERATURE, ROMANCE - AHCI(N/A)",0,N,AHCI,0,17,0
0026-9662,2153-3601,MONIST,PHILOSOPHY - AHCI(N/A),0,N,AHCI,1.6,1378,10.64
0771-6494,1783-158X,Museon,"ASIAN STUDIES - AHCI(N/A); HUMANITIES, MULTIDISCIPLINARY - AHCI(N/A)",0,N,AHCI,0.36,109,0
0213-7674,1989-4619,Myrtia,CLASSICS - ESCI(N/A),0,N,ESCI,0.06,22,0
2318-7670,2318-7670,Nativa,"AGRICULTURE, MULTIDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0.07,219,98.47
0078-6527,1877-8372,Oriens,"HUMANITIES, MULTIDISCIPLINARY - AHCI(N/A)",0,N,AHCI,1.33,128,21.88
1438-5325,2571-9475,PPCHEM,"CHEMISTRY, APPLIED - ESCI(N/A)",0,N,ESCI,0.01,4,0
0272-0965,1570-0747,Pneuma,RELIGION - ESCI(N/A),0,N,ESCI,0.55,101,4.29
1828-7344,2240-2950,Qwerty,"COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI(N/A)",0,N,ESCI,0.17,49,100
0229-5113,1920-7336,Refuge,DEMOGRAPHY - ESCI(N/A),0,N,ESCI,0.53,459,76.6
2166-4307,2165-0659,Region,AREA STUDIES - ESCI(N/A),0,N,ESCI,0.37,167,0
0036-9543,1460-2474,SCREEN,"FILM, RADIO, TELEVISION - AHCI(N/A)",0,N,AHCI,0.48,695,15.25
N/A,2313-576X,Safety,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - ESCI(N/A)",0,N,ESCI,0.52,561,94.04
0038-1527,1873-930X,Sophia,PHILOSOPHY - AHCI(N/A),0,N,AHCI,0.48,251,13.66
N/A,2075-4663,Sports,SPORT SCIENCES - ESCI(N/A),0,N,ESCI,0.84,2524,96.43
1450-6637,1450-6637,Temida,CRIMINOLOGY & PENOLOGY - ESCI(N/A),0,N,ESCI,0.05,47,95.35
1579-7422,1579-7422,Tirant,MEDIEVAL & RENAISSANCE STUDIES - ESCI(N/A),0,N,ESCI,0.19,15,65.96
0717-3997,0718-3607,Urbano,REGIONAL & URBAN PLANNING - ESCI(N/A),0,N,ESCI,0.02,44,100
0213-2095,2444-3565,Veleia,"HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0,106,95.12
1585-079X,1588-4309,Verbum,"LANGUAGE & LINGUISTICS - AHCI(N/A); HISTORY - AHCI(N/A); LITERATURE, ROMANCE - AHCI(N/A)",0,N,AHCI,0.12,82,0
2213-459X,2213-4603,Vulcan,HISTORY - ESCI(N/A),0,N,ESCI,1.11,5,0
1829-3824,1829-3824,Wisdom,PHILOSOPHY - ESCI(N/A),0,N,ESCI,0.82,86,96.23
2358-0003,1982-0313,dObras,"HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0.07,7,35.16
0003-7982,1613-0642,ARCADIA,LITERATURE - AHCI(N/A),0,N,AHCI,0.73,87,12.9
0004-3273,2327-1221,ARTNEWS,ART - AHCI(N/A),0,N,AHCI,0,99,0
0005-0601,N/A,AUT AUT,"HUMANITIES, MULTIDISCIPLINARY - AHCI(N/A)",0,N,AHCI,0.1,39,0
2300-0783,2300-0783,Adeptus,"HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0.23,9,100
1849-2339,2459-5160,Anafora,LITERATURE - ESCI(N/A),0,N,ESCI,0.17,4,100
1983-201X,0104-236X,Anos 90,HISTORY - ESCI(N/A),0,N,ESCI,0.17,31,67.74
0570-5398,1570-0585,Arabica,RELIGION - AHCI(N/A); HISTORY - AHCI(N/A),0,N,AHCI,0.61,234,4.17
1933-2882,1933-2890,Aspasia,HISTORY - ESCI(N/A),0,N,ESCI,0.52,50,100
2109-9103,2109-9103,Atelier,"HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0,9,0
1562-3297,1562-3297,Avances,MULTIDISCIPLINARY SCIENCES - ESCI(N/A),0,N,ESCI,0.01,48,0
0006-0887,0006-0887,BIBLICA,RELIGION - AHCI(N/A),0,N,AHCI,0.37,208,0
2590-2075,2590-2075,Biofilm,MICROBIOLOGY - ESCI(N/A),0,N,ESCI,0.89,219,96.43
1810-6838,2073-4735,Breathe,RESPIRATORY SYSTEM - ESCI(N/A),0,N,ESCI,0.39,1139,99.28
2178-1702,2317-9651,Caracol,"LANGUAGE & LINGUISTICS - ESCI(N/A); LITERATURE, ROMANCE - ESCI(N/A)",0,N,ESCI,0.07,14,14.62
0944-5846,1521-3730,ChemKon,"EDUCATION, SCIENTIFIC DISCIPLINES - ESCI(N/A)",0,N,ESCI,0.11,81,0.57
1870-6479,2007-9206,Cimexus,POLITICAL SCIENCE - ESCI(N/A),0,N,ESCI,0.02,7,94.44
1183-1693,1183-1693,Circuit,MUSIC - ESCI(N/A),0,N,ESCI,0.19,27,12.24
N/A,2225-1154,Climate,METEOROLOGY & ATMOSPHERIC SCIENCES - ESCI(N/A),0,N,ESCI,0.67,2442,95.16
1749-5032,1755-1676,Corpora,LINGUISTICS - ESCI(N/A),0,N,ESCI,0.61,298,2.22
0004-3389,2471-4100,De Arte,ART - ESCI(N/A),0,N,ESCI,0.28,34,0
1466-3597,2225-7160,De Jure,LAW - ESCI(N/A),0,N,ESCI,0.17,69,87.8
1414-7939,2359-1056,Debates,MUSIC - ESCI(N/A),0,N,ESCI,0.28,40,0
1519-3640,2238-9024,Dialogo,"SOCIAL SCIENCES, INTERDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0.03,42,83.53
1794-5992,2389-783X,Duazary,"MEDICINE, GENERAL & INTERNAL - ESCI(N/A)",0,N,ESCI,0.06,78,64.8
2254-0059,2254-0059,EDMETIC,EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A),0,N,ESCI,0.85,168,98.31
0013-8215,1756-1124,ENGLISH,LITERATURE - AHCI(N/A),0,N,AHCI,0.51,63,5.56
0012-6837,0012-6837,Du,ART - AHCI(N/A),0,N,AHCI,0.04,11,0
0717-6996,0717-6996,ARQ,ARCHITECTURE - AHCI(N/A),0,N,AHCI,0.32,134,12.39
0013-8304,1080-6547,ELH,LITERATURE - AHCI(N/A),0,N,AHCI,2.02,578,0
1814-151X,1814-151X,Luz,EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A),0,N,ESCI,0.03,43,0
0026-7910,1080-6598,MLN,LITERARY THEORY & CRITICISM - AHCI(N/A),0,N,AHCI,0.84,522,0
2666-6340,2666-6340,Med,"MEDICINE, RESEARCH & EXPERIMENTAL - ESCI(N/A)",0,N,ESCI,8.69,942,13.4
0036-6978,1420-9144,NTM,HISTORY & PHILOSOPHY OF SCIENCE - AHCI(N/A),0,N,AHCI,0.35,153,59.62
N/A,2076-0752,Arts,"HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)",0,N,ESCI,1.43,239,96.85
0005-3600,0005-3600,BACH,MUSIC - AHCI(N/A),0,N,AHCI,0.62,26,0
N/A,2306-5729,Data,"COMPUTER SCIENCE, INFORMATION SYSTEMS - ESCI(N/A); MULTIDISCIPLINARY SCIENCES - ESCI(N/A)",0,N,ESCI,0.66,1330,96.59
0124-7255,2357-5891,Dixi,LAW - ESCI(N/A),0,N,ESCI,0.47,19,98
1445-5218,1445-5218,Eras,"HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0,11,0
0017-2715,N/A,GOYA,ART - AHCI(N/A),0,N,AHCI,0.05,79,0
N/A,2075-471X,Laws,LAW - ESCI(N/A),0,N,ESCI,1.18,379,94
0026-0452,0026-0452,META,LANGUAGE & LINGUISTICS - AHCI(N/A),0,N,AHCI,0.28,712,9.52
0026-4423,1460-2113,MIND,PHILOSOPHY - AHCI(N/A),0,N,AHCI,5.4,4102,9.3
0029-4624,1468-0068,NOUS,PHILOSOPHY - AHCI(N/A),0,N,AHCI,5.25,4590,12.92
1909-3888,2346-092X,Nodo,URBAN STUDIES - ESCI(N/A),0,N,ESCI,0.01,7,0
1301-7667,N/A,OLBA,ARCHAEOLOGY - AHCI(N/A),0,N,AHCI,0.08,31,0
1517-7017,1517-7017,Opus,MUSIC - ESCI(N/A),0,N,ESCI,0.13,52,100
1133-4525,2255-3924,Spal,ARCHAEOLOGY - ESCI(N/A),0,N,ESCI,0.24,125,100
2007-1868,2007-1868,Stoa,PHILOSOPHY - ESCI(N/A),0,N,ESCI,0,3,0
1869-7720,1869-7720,Tanz,DANCE - AHCI(N/A),0,N,AHCI,0.25,25,0
2688-3988,2688-268X,VIEW,"MATERIALS SCIENCE, BIOMATERIALS - ESCI(N/A); NANOSCIENCE & NANOTECHNOLOGY - ESCI(N/A)",0,N,ESCI,0.64,388,96.36
N/A,2218-2004,Atoms,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL - ESCI(N/A)",0,N,ESCI,0.44,772,94.33
2082-7598,2082-6710,Avant,"HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0.72,111,85.45
2317-1782,2317-1782,CoDAS,AUDIOLOGY & SPEECH-LANGUAGE PATHOLOGY - ESCI(N/A),0,N,ESCI,0.25,745,95.45
N/A,2215-969X,Dearq,ARCHITECTURE - ESCI(N/A),0,N,ESCI,0.24,31,98.59
1688-3497,0797-3691,Dixit,COMMUNICATION - ESCI(N/A),0,N,ESCI,0.1,20,83.33
1518-2487,1518-2487,Eptic,ECONOMICS - ESCI(N/A),0,N,ESCI,0.02,18,0
2248-2997,2248-2997,GERMS,INFECTIOUS DISEASES - ESCI(N/A),0,N,ESCI,0.39,362,0
2666-5425,2666-5425,GIANT,"CHEMISTRY, MULTIDISCIPLINARY - ESCI(N/A); MATERIALS SCIENCE, MULTIDISCIPLINARY - ESCI(N/A); POLYMER SCIENCE - ESCI(N/A)",0,N,ESCI,0.69,276,100
N/A,2073-4336,Games,"SOCIAL SCIENCES, MATHEMATICAL METHODS - ESCI(N/A); MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI(N/A); ECONOMICS - ESCI(N/A)",0,N,ESCI,0.34,464,93.5
1569-2078,1569-2086,Hawwa,"HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0.29,52,8.51
1518-1634,1807-1600,Holos,MULTIDISCIPLINARY SCIENCES - ESCI(N/A),0,N,ESCI,0.03,335,61.66
0869-5377,2499-9628,Logos,PHILOSOPHY - ESCI(N/A),0,N,ESCI,0.44,123,0
0163-755X,1946-3170,MELUS,"LITERATURE, AMERICAN - AHCI(N/A)",0,N,AHCI,0.99,286,1.06
1890-2138,1890-2146,NORMA,SOCIOLOGY - ESCI(N/A),0,N,ESCI,0.54,221,26.67
0027-4380,1534-150X,NOTES,MUSIC - AHCI(N/A),0,N,AHCI,0.26,176,0
0030-3526,0030-3526,OPERA,MUSIC - AHCI(N/A),0,N,AHCI,0,138,0
0142-257X,2051-2996,POLIS,CLASSICS - AHCI(N/A),0,N,AHCI,1.78,93,11.59
0032-423X,N/A,PONTE,LITERARY REVIEWS - AHCI(N/A),0,N,AHCI,0.05,81,0
1669-3299,2314-0208,Pampa,AREA STUDIES - ESCI(N/A),0,N,ESCI,0,22,97.3
0034-0006,1467-9329,Ratio,PHILOSOPHY - AHCI(N/A),0,N,AHCI,0.96,706,17.71
N/A,2227-9091,Risks,"BUSINESS, FINANCE - ESCI(N/A)",0,N,ESCI,0.56,1016,95.55
1857-2685,2345-1149,Rusin,HISTORY - ESCI(N/A),0,N,ESCI,1.2,153,0
0038-9366,N/A,STAND,LITERARY REVIEWS - AHCI(N/A),0,N,AHCI,0,104,0
0039-2049,0039-2049,STRAD,MUSIC - AHCI(N/A),0,N,AHCI,0.01,19,0
0039-4238,2374-6629,STYLE,LITERATURE - AHCI(N/A); LITERARY THEORY & CRITICISM - AHCI(N/A); LANGUAGE & LINGUISTICS - AHCI(N/A),0,N,AHCI,1.98,397,0
0954-6839,N/A,Slovo,"HUMANITIES, MULTIDISCIPLINARY - AHCI(N/A)",0,N,AHCI,0,19,100
1228-2472,N/A,Space,ARCHITECTURE - AHCI(N/A),0,N,AHCI,0.02,181,0
0040-2982,1478-2286,TEMPO,MUSIC - AHCI(N/A),0,N,AHCI,0.48,194,5.06
1571-7283,1875-0214,Zutot,"HUMANITIES, MULTIDISCIPLINARY - ESCI(N/A)",0,N,ESCI,0.56,13,7.41
2254-6529,2254-6529,3C Tic,"COMPUTER SCIENCE, THEORY & METHODS - ESCI(N/A)",0,N,ESCI,0.04,16,95.29
0002-0796,N/A,AGENDA,POETRY - AHCI(N/A),0,N,AHCI,0,159,0
2316-9451,2316-9451,Abakos,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS - ESCI(N/A)",0,N,ESCI,0.03,7,14.63
1301-2746,N/A,Adalya,ARCHAEOLOGY - AHCI(N/A),0,N,AHCI,0.1,75,0
1696-0270,2340-4973,Anduli,SOCIOLOGY - ESCI(N/A),0,N,ESCI,0.12,35,100
2090-1267,2090-1275,Anemia,HEMATOLOGY - ESCI(N/A),0,N,ESCI,0.45,502,97.78
1205-612X,1925-4938,Appeal,LAW - ESCI(N/A),0,N,ESCI,0.12,56,0
1682-2749,1682-2749,Atenas,EDUCATION & EDUCATIONAL RESEARCH - ESCI(N/A),0,N,ESCI,0.09,60,0
0718-0462,0718-0462,Atenea,"HUMANITIES, MULTIDISCIPLINARY - AHCI(N/A)",0,N,AHCI,0.53,105,0
2340-9134,2340-8510,AusArt,ART - ESCI(N/A),0,N,ESCI,0.04,13,82.69
1514-0121,2346-8890,Auster,CLASSICS - ESCI(N/A),0,N,ESCI,0,3,60
0148-396X,1524-4040,NEUROSURGERY,SURGERY - SCIE(Q1); CLINICAL NEUROLOGY - SCIE(Q1),5.315,Q1,SCIE,1.53,34433,7.95
1107-3756,1791-244X,INTERNATIONAL JOURNAL OF MOLECULAR MEDICINE,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q2)",5.314,Q2,SCIE,1.06,19430,80.74
1973-9087,1973-9095,European Journal of Physical and Rehabilitation Medicine,REHABILITATION - SCIE(Q1),5.313,Q1,SCIE,1.85,3641,0
0017-8748,1526-4610,HEADACHE,CLINICAL NEUROLOGY - SCIE(Q1),5.311,Q1,SCIE,1.23,11263,20.83
1476-072X,1476-072X,International Journal of Health Geographics,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SSCI(Q1); PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH - SCIE(Q2)",5.31,Q1,SCIE/SSCI,1.04,3317,100
1461-4448,1461-7315,NEW MEDIA & SOCIETY,COMMUNICATION - SSCI(Q1),5.31,Q1,SSCI,2.67,11263,24.77
N/A,2511-9044,Advanced Quantum Technologies,OPTICS - SCIE(Q1); QUANTUM SCIENCE & TECHNOLOGY - SCIE(Q2),5.31,Q1,SCIE,1.34,1068,27.72
0735-0015,1537-2707,JOURNAL OF BUSINESS & ECONOMIC STATISTICS,"STATISTICS & PROBABILITY - SCIE(Q1); ECONOMICS - SSCI(Q1); SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI(Q1)",5.309,Q1,SCIE/SSCI,1.75,8785,9.37
0045-2068,1090-2120,BIOORGANIC CHEMISTRY,"CHEMISTRY, ORGANIC - SCIE(Q1); BIOCHEMISTRY & MOLECULAR BIOLOGY - SCIE(Q2)",5.307,Q1,SCIE,1.16,15864,1.55
0002-838X,1532-0650,AMERICAN FAMILY PHYSICIAN,"PRIMARY HEALTH CARE - SCIE(Q1); MEDICINE, GENERAL & INTERNAL - SCIE(Q2)",5.305,Q1,SCIE,1.67,11647,0
0090-8258,1095-6859,GYNECOLOGIC ONCOLOGY,OBSTETRICS & GYNECOLOGY - SCIE(Q1); ONCOLOGY - SCIE(Q2),5.304,Q1,SCIE,1.39,31104,12.64
0026-265X,1095-9149,MICROCHEMICAL JOURNAL,"CHEMISTRY, ANALYTICAL - SCIE(Q1)",5.304,Q1,SCIE,1.16,22178,3.19
1086-0266,1552-7417,ORGANIZATION & ENVIRONMENT,ENVIRONMENTAL STUDIES - SSCI(Q1); MANAGEMENT - SSCI(Q2),5.299,Q1,SSCI,1.22,2776,16.3
0962-1105,1365-2869,JOURNAL OF SLEEP RESEARCH,CLINICAL NEUROLOGY - SCIE(Q2); NEUROSCIENCES - SCIE(Q2),5.296,Q2,SCIE,1.06,9708,24.92
1582-1838,1582-4934,JOURNAL OF CELLULAR AND MOLECULAR MEDICINE,"CELL BIOLOGY - SCIE(Q2); MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q2)",5.295,Q2,SCIE,0.92,28189,97.56
1939-1390,1941-1197,IEEE Intelligent Transportation Systems Magazine,"ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1); TRANSPORTATION SCIENCE & TECHNOLOGY - SCIE(Q2)",5.293,Q1,SCIE,1.03,2021,0.92
0733-9364,1943-7862,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,"CONSTRUCTION & BUILDING TECHNOLOGY - SCIE(Q1); ENGINEERING, CIVIL - SCIE(Q1); ENGINEERING, INDUSTRIAL - SCIE(Q2)",5.292,Q1,SCIE,0.94,13359,2.02
2405-6383,2405-6545,Animal Nutrition,"AGRICULTURE, DAIRY & ANIMAL SCIENCE - SCIE(Q1); VETERINARY SCIENCES - SCIE(Q1)",5.285,Q1,SCIE,2.02,2778,98.87
1279-7707,1760-4788,Journal of Nutrition Health & Aging,GERIATRICS & GERONTOLOGY - SCIE(Q2); NUTRITION & DIETETICS - SCIE(Q2),5.285,Q2,SCIE,1.03,8783,10.24
1875-5100,2212-3865,Journal of Natural Gas Science and Engineering,"ENGINEERING, CHEMICAL - SCIE(Q1); ENERGY & FUELS - SCIE(Q2)",5.285,Q1,SCIE,0.74,18518,2.63
0363-6143,1522-1563,AMERICAN JOURNAL OF PHYSIOLOGY-CELL PHYSIOLOGY,PHYSIOLOGY - SCIE(Q1); CELL BIOLOGY - SCIE(Q2),5.282,Q1,SCIE,1.01,19512,6.07
2162-2337,2162-2345,IEEE Wireless Communications Letters,"TELECOMMUNICATIONS - SCIE(Q1); ENGINEERING, ELECTRICAL & ELECTRONIC - SCIE(Q1); COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1)",5.281,Q1,SCIE,1.56,9546,2.51
1465-4644,1468-4357,BIOSTATISTICS,MATHEMATICAL & COMPUTATIONAL BIOLOGY - SCIE(Q1); STATISTICS & PROBABILITY - SCIE(Q1),5.279,Q1,SCIE,1.81,5158,13.68
2211-9264,2211-9264,Algal Research-Biomass Biofuels and Bioproducts,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q2),5.276,Q2,SCIE,1.06,12990,8.11
2303-9027,2226-7190,Endoscopic Ultrasound,GASTROENTEROLOGY & HEPATOLOGY - SCIE(Q2),5.275,Q2,SCIE,0.85,1364,0
0971-5916,0971-5916,INDIAN JOURNAL OF MEDICAL RESEARCH,"MEDICINE, RESEARCH & EXPERIMENTAL - SCIE(Q2); IMMUNOLOGY - SCIE(Q2); MEDICINE, GENERAL & INTERNAL - SCIE(Q2)",5.274,Q2,SCIE,0.63,8938,100
1568-4539,1573-2908,Fuzzy Optimization and Decision Making,"OPERATIONS RESEARCH & MANAGEMENT SCIENCE - SCIE(Q1); COMPUTER SCIENCE, ARTIFICIAL INTELLIGENCE - SCIE(Q2)",5.274,Q1,SCIE,1.05,1393,1.16
0028-3908,1873-7064,NEUROPHARMACOLOGY,PHARMACOLOGY & PHARMACY - SCIE(Q1); NEUROSCIENCES - SCIE(Q2),5.273,Q1,SCIE,1.21,28216,9.09
1618-7598,1618-7601,European Journal of Health Economics,HEALTH POLICY & SERVICES - SSCI(Q1); ECONOMICS - SSCI(Q1),5.271,Q1,SSCI,1.14,3676,51.06
1673-7067,1995-8218,Neuroscience Bulletin,NEUROSCIENCES - SCIE(Q2),5.271,Q2,SCIE,0.85,3841,19.88
0007-1013,1467-8535,BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1),5.268,Q1,SSCI,2.78,7159,14.17
0031-0808,1827-1898,PANMINERVA MEDICA,"MEDICINE, GENERAL & INTERNAL - SCIE(Q2)",5.268,Q2,SCIE,0.6,1153,0
1864-3361,1864-3361,Survey Research Methods,"SOCIAL SCIENCES, MATHEMATICAL METHODS - SSCI(Q1)",5.266,Q1,SSCI,1.77,978,0
2212-0963,2212-0963,Climate Risk Management,ENVIRONMENTAL STUDIES - SSCI(Q1); METEOROLOGY & ATMOSPHERIC SCIENCES - SCIE(Q1); ENVIRONMENTAL SCIENCES - SCIE(Q2),5.266,Q1,SCIE/SSCI,0.98,1921,99.5
1867-1306,1867-1314,Probiotics and Antimicrobial Proteins,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q2); MICROBIOLOGY - SCIE(Q2),5.265,Q2,SCIE,1.13,3419,6.46
1297-319X,1778-7254,JOINT BONE SPINE,RHEUMATOLOGY - SCIE(Q2),5.263,Q2,SCIE,0.9,5080,7.35
0278-7407,1944-9194,TECTONICS,GEOCHEMISTRY & GEOPHYSICS - SCIE(Q1),5.261,Q1,SCIE,1.38,17775,17.47
1387-3326,1572-9419,INFORMATION SYSTEMS FRONTIERS,"COMPUTER SCIENCE, INFORMATION SYSTEMS - SCIE(Q1); COMPUTER SCIENCE, THEORY & METHODS - SCIE(Q1)",5.261,Q1,SCIE,1.55,4156,22.78
1471-2229,1471-2229,BMC PLANT BIOLOGY,PLANT SCIENCES - SCIE(Q1),5.26,Q1,SCIE,1.31,24052,99.77
0948-3349,1614-7502,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT,"ENVIRONMENTAL SCIENCES - SCIE(Q2); ENGINEERING, ENVIRONMENTAL - SCIE(Q2)",5.257,Q2,SCIE,0.68,11626,32.68
2214-5745,2214-5753,Current Opinion in Insect Science,ENTOMOLOGY - SCIE(Q1); BIOLOGY - SCIE(Q1); ECOLOGY - SCIE(Q1),5.254,Q1,SCIE,0.9,4250,14.29
2051-3933,2051-3933,Movement Ecology,ECOLOGY - SCIE(Q1),5.253,Q1,SCIE,1.02,1385,100
0022-3956,1879-1379,JOURNAL OF PSYCHIATRIC RESEARCH,PSYCHIATRY - SSCI(Q2); PSYCHIATRY - SCIE(Q2),5.25,Q2,SCIE/SSCI,1.19,23289,10.84
2161-5063,N/A,ACS Synthetic Biology,BIOCHEMICAL RESEARCH METHODS - SCIE(Q1),5.249,Q1,SCIE,1.2,9413,16.92
1061-0421,2054-1643,Journal of Product and Brand Management,MANAGEMENT - SSCI(Q2); BUSINESS - SSCI(Q2),5.248,Q2,SSCI,1.04,4909,2.32
1948-0210,1948-0210,World Journal of Stem Cells,CELL BIOLOGY - SCIE(Q2); CELL & TISSUE ENGINEERING - SCIE(Q2),5.247,Q2,SCIE,0.56,2309,97.56
N/A,2296-7745,Frontiers in Marine Science,MARINE & FRESHWATER BIOLOGY - SCIE(Q1),5.247,Q1,SCIE,1.05,20261,99.09
0887-6045,0887-6045,Journal of Services Marketing,BUSINESS - SSCI(Q2),5.246,Q2,SSCI,0.94,6308,4.03
0070-2153,N/A,Current Topics in Developmental Biology,DEVELOPMENTAL BIOLOGY - SCIE(Q1),5.242,Q1,SCIE,0.62,4548,0
0023-8333,1467-9922,LANGUAGE LEARNING,EDUCATION & EDUCATIONAL RESEARCH - SSCI(Q1); LINGUISTICS - SSCI(Q1),5.24,Q1,SSCI,2.37,6002,28.23
1932-104X,1932-1031,Biofuels Bioproducts & Biorefining-Biofpr,BIOTECHNOLOGY & APPLIED MICROBIOLOGY - SCIE(Q2); ENERGY & FUELS - SCIE(Q2),5.239,Q2,SCIE,0.67,5052,15.69
2049-8470,2049-8489,Political Science Research and Methods,POLITICAL SCIENCE - SSCI(Q1),5.239,Q1,SSCI,2.39,1568,10.93
