"ISSN","Journal","Abbr_Name","Is_SCI","IF2018","IF_5year","Self_citing","H_Index","CiteScore","Division","Category","Discipline","IsTop","IsReview","Publication_Cycle","Article_NO._per_year","Publication_year","Region","OA","Employment","Refereeing","View","Url"
"1882-0743","JOURNAL OF THE CERAMIC SOCIETY OF JAPAN","J CERAM SOC JPN","SCI/SCIE",0.887,0.837,9.8,NA,NA,"4区","工程技术","材料科学：硅酸盐","否","否","Monthly","186",0,"JAPAN","No","容易","偏慢,4-8周",20510,"https://www.letpub.com.cn/index.php?journalid=5274&page=journalapp&view=detail"
"0253-5106","JOURNAL OF THE CHEMICAL SOCIETY OF PAKISTAN","J CHEM SOC PAKISTAN","SCIE",0.28,0.352,8.6,20,0.36,"4区","化学","化学综合","否","否","Quarterly","133",1979,"PAKISTAN","No","容易","约3.0个月",11271,"https://www.letpub.com.cn/index.php?journalid=5275&page=journalapp&view=detail"
"0022-4936","JOURNAL OF THE CHEMICAL SOCIETY-CHEMICAL COMMUNICATIONS","","无",0,0,NA,NA,NA,"未录","","",NA,NA,"Semimonthly","0",0,NA,"No","约50%","平均2月",4321,"https://www.letpub.com.cn/index.php?journalid=5276&page=journalapp&view=detail"
"0717-9324","JOURNAL OF THE CHILEAN CHEMICAL SOCIETY","J CHIL CHEM SOC","无",0,0,NA,25,0.57,"未录","","","否","否","Quarterly","98",2003,"CHILE","No","容易","偏慢,4-8周",4843,"https://www.letpub.com.cn/index.php?journalid=5277&page=journalapp&view=detail"
"0009-4536","JOURNAL OF THE CHINESE CHEMICAL SOCIETY","J CHIN CHEM SOC-TAIP","SCI/SCIE",0.862,0.736,9,36,0.87,"4区","化学","化学综合","否","否","Bimonthly","159",0,"TAIWAN","No","容易","约7.5个月",18815,"https://www.letpub.com.cn/index.php?journalid=5278&page=journalapp&view=detail"
"0253-3839","JOURNAL OF THE CHINESE INSTITUTE OF ENGINEERS","J CHIN INST ENG","SCIE",0.471,0.44,18,NA,0.51,"4区","工程技术","工程：综合","否","否","Bimonthly","77",0,"TAIWAN","No","容易","约6.0个月",12745,"https://www.letpub.com.cn/index.php?journalid=5279&page=journalapp&view=detail"
"1726-4901","Journal of the Chinese Medical Association","J CHIN MED ASSOC","SCIE",1.66,1.32,11.7,34,1.25,"4区","医学","医学：内科","否","否","Monthly","110",2003,"TAIWAN","No","容易","偏慢,4-8周",8876,"https://www.letpub.com.cn/index.php?journalid=5280&page=journalapp&view=detail"
"0257-9731","Journal of the Chinese Society of Mechanical Engineers","","SCIE",0,0,NA,NA,0.13,"4区","工程技术","工程：机械","否","否","Bimonthly","63",0,NA,"No","约75%","平均 3 个月的审稿周期",12632,"https://www.letpub.com.cn/index.php?journalid=5281&page=journalapp&view=detail"
"0013-4651","JOURNAL OF THE ELECTROCHEMICAL SOCIETY","J ELECTROCHEM SOC","SCI/SCIE",3.662,3.52,18.6,235,3.48,"2区","工程技术","电化学","是","否","Monthly","1603",1948,"UNITED STATES","No","约50%","约1.8个月",162421,"https://www.letpub.com.cn/index.php?journalid=5282&page=journalapp&view=detail"
"1743-9671","JOURNAL OF THE ENERGY INSTITUTE","J ENERGY INST","SCIE",4.217,3.063,6.6,29,3.64,"2区","工程技术","能源与燃料","否","否","Quarterly","91",0,"ENGLAND","No","容易",">12周，或约稿",32013,"https://www.letpub.com.cn/index.php?journalid=5283&page=journalapp&view=detail"
"1302-0250","JOURNAL OF THE ENTOMOLOGICAL RESEARCH SOCIETY","J ENTOMOL RES SOC","SCIE",0.293,0.355,0,NA,0.28,"4区","生物","昆虫学","否","否","Tri-annual","34",0,"TURKEY","No","容易","约3.0个月",4838,"https://www.letpub.com.cn/index.php?journalid=5284&page=journalapp&view=detail"
"0926-9959","JOURNAL OF THE EUROPEAN ACADEMY OF DERMATOLOGY AND VENEREOLOGY","J EUR ACAD DERMATOL","SCIE",4.287,3.665,9.9,85,2.55,"2区","医学","皮肤病学","否","否","Bimonthly","277",1992,"ENGLAND","No","容易","一般,3-6周",9064,"https://www.letpub.com.cn/index.php?journalid=5285&page=journalapp&view=detail"
"0955-2219","JOURNAL OF THE EUROPEAN CERAMIC SOCIETY","J EUR CERAM SOC","SCI/SCIE",3.794,3.536,14.6,123,3.55,"2区","工程技术","材料科学：硅酸盐","是","否","Semimonthly","609",1989,"ENGLAND","No","较易","约1.7个月",116477,"https://www.letpub.com.cn/index.php?journalid=5286&page=journalapp&view=detail"
"1435-9855","JOURNAL OF THE EUROPEAN MATHEMATICAL SOCIETY","J EUR MATH SOC","SCI/SCIE",1.969,2.182,2.5,38,2.11,"2区","数学","数学","是","否","Quarterly","96",0,"GERMANY","No","较易","较慢,6-12周",13107,"https://www.letpub.com.cn/index.php?journalid=5287&page=journalapp&view=detail"
"1990-2573","Journal of the European Optical Society-Rapid Publications","J EUR OPT SOC-RAPID","SCIE",1.25,1.323,6.4,NA,1.27,"4区","物理","光学","否","否","Irregular","39",0,"GERMANY","Yes","容易","较慢,6-12周",7131,"https://www.letpub.com.cn/index.php?journalid=5288&page=journalapp&view=detail"
"0022-5002","JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR","J EXP ANAL BEHAV","SCI/SCIE",2.01,1.976,18.9,51,1.98,"4区","医学","行为科学","否","否","Bimonthly","50",1958,"UNITED STATES","No","容易",">12周，或约稿",4002,"https://www.letpub.com.cn/index.php?journalid=5289&page=journalapp&view=detail"
"0023-6152","JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY","J FAC AGR KYUSHU U","SCI/SCIE",0.351,0.288,46.7,NA,0.35,"4区","农林科学","农业综合","否","否","Semiannual","67",0,"JAPAN","No","容易","较慢,18-36周",6401,"https://www.letpub.com.cn/index.php?journalid=5290&page=journalapp&view=detail"
"1300-1884","Journal of the Faculty of Engineering and Architecture of Gazi University","J FAC ENG ARCHIT GAZ","SCIE",0.954,0.703,86.8,13,0.83,"4区","工程技术","工程：综合","否","否","Quarterly","119",0,"TURKEY","No","容易","较慢,6-12周",4641,"https://www.letpub.com.cn/index.php?journalid=5291&page=journalapp&view=detail"
"0015-6426","Food Hygiene and Safety Science","J FOOD HYG SOC JPN","SCIE",0,0,NA,NA,0.41,"4区","工程技术","食品科技","否","否","Bimonthly","37",1960,NA,"No","容易","较慢,18-36周",4440,"https://www.letpub.com.cn/index.php?journalid=5292&page=journalapp&view=detail"
"0929-6646","JOURNAL OF THE FORMOSAN MEDICAL ASSOCIATION","J FORMOS MED ASSOC","SCI/SCIE",2.452,2.25,18.6,NA,1.63,"4区","医学","医学：内科","否","否","Monthly","113",0,"TAIWAN","No","容易","较慢,6-12周",5552,"https://www.letpub.com.cn/index.php?journalid=5293&page=journalapp&view=detail"
"0016-0032","JOURNAL OF THE FRANKLIN INSTITUTE-ENGINEERING AND APPLIED MATHEMATICS","J FRANKLIN I","SCIE",3.576,3.476,22.1,NA,3.76,"2区","工程技术","自动化与控制系统","是","否","Bimonthly","449",1828,"UNITED STATES","No","容易","一般,3-8周",59096,"https://www.letpub.com.cn/index.php?journalid=5294&page=journalapp&view=detail"
"0016-7649","JOURNAL OF THE GEOLOGICAL SOCIETY","J GEOL SOC LONDON","SCI/SCIE",2.683,3.114,7,99,2.68,"2区","地学","地球科学综合","否","否","Bimonthly","77",1971,"ENGLAND","No","较易","较慢,6-12周",8140,"https://www.letpub.com.cn/index.php?journalid=5295&page=journalapp&view=detail"
"0016-7622","JOURNAL OF THE GEOLOGICAL SOCIETY OF INDIA","J GEOL SOC INDIA","SCIE",0.632,0.818,13.8,38,0.6,"4区","地学","地球科学综合","否","否","Monthly","181",0,"INDIA","No","约75%","平均6月",9395,"https://www.letpub.com.cn/index.php?journalid=5296&page=journalapp&view=detail"
"0073-0912","",NA,"无",0,0,NA,NA,NA,"未录","","",NA,NA,"Semiannual","0",0,NA,"No","容易","",2738,"https://www.letpub.com.cn/index.php?journalid=5297&page=journalapp&view=detail"
"0022-5010","JOURNAL OF THE HISTORY OF BIOLOGY","J HIST BIOL","SCI/SCIE",0.953,1.039,14.6,25,0.83,"4区","生物","生物学","否","否","Quarterly","23",1968,"NETHERLANDS","No","容易",">12周，或约稿",4122,"https://www.letpub.com.cn/index.php?journalid=5298&page=journalapp&view=detail"
"0022-5045","JOURNAL OF THE HISTORY OF MEDICINE AND ALLIED SCIENCES","J HIST MED ALL SCI","SCIE",0.5,0.633,5.8,23,0.42,"4区","管理科学","卫生保健与服务","否","否","Quarterly","19",1946,"UNITED STATES","No","容易",">12周，或约稿",3690,"https://www.letpub.com.cn/index.php?journalid=5299&page=journalapp&view=detail"
"0964-704X","Journal of the History of the Neurosciences","J HIST NEUROSCI","SCIE",0.288,0.512,60.1,22,0.29,"4区","社会科学","科学史与科学哲学","否","否","Quarterly","19",1992,"UNITED STATES","No","容易",">12周，或约稿",3404,"https://www.letpub.com.cn/index.php?journalid=5300&page=journalapp&view=detail"
"0019-4522","JOURNAL OF THE INDIAN CHEMICAL SOCIETY","J INDIAN CHEM SOC","SCIE",0.204,0.158,15.2,31,0,"4区","化学","化学综合","否","否","Monthly","134",1928,"INDIA","No","容易","一般,3-8周",7552,"https://www.letpub.com.cn/index.php?journalid=5301&page=journalapp&view=detail"
"0255-660X","Journal of the Indian Society of Remote Sensing","J INDIAN SOC REMOTE","SCIE",0.81,0.92,12.5,25,0.95,"4区","地学","环境科学","否","否","Quarterly","100",0,"INDIA","No","容易","较慢,6-12周",14721,"https://www.letpub.com.cn/index.php?journalid=5302&page=journalapp&view=detail"
"0046-9750","JOURNAL OF THE INSTITUTE OF BREWING","J I BREWING","SCI/SCIE",0.868,1.238,16.5,40,0.99,"4区","工程技术","食品科技","否","否","Bimonthly","74",1895,"ENGLAND","No","容易","约6.0个月",7278,"https://www.letpub.com.cn/index.php?journalid=5303&page=journalapp&view=detail"
"1474-7480","Journal of the Institute of Mathematics of Jussieu","J INST MATH JUSSIEU","SCI/SCIE",1.63,1.319,2.6,24,0.88,"2区","数学","数学","否","否","Quarterly","25",0,"ENGLAND","No","容易",">12周，或约稿",4423,"https://www.letpub.com.cn/index.php?journalid=5304&page=journalapp&view=detail"
"0020-2975","JOURNAL OF THE INSTITUTE OF METALS","","无",0,0,NA,NA,NA,"未录","","",NA,NA,"Monthly","0",0,NA,"No","容易","",3241,"https://www.letpub.com.cn/index.php?journalid=5305&page=journalapp&view=detail"
"1755-9278","Journal of the Institute of Telecommunications Professionals","J I TELECOMMUN PROF","SCIE",0.229,0.106,0,12,0.13,"4区","工程技术","工程：电子与电气","否","否","Quarterly","13",0,"ENGLAND","No","约50%","平均2月",4679,"https://www.letpub.com.cn/index.php?journalid=5306&page=journalapp&view=detail"
"1355-6177","JOURNAL OF THE INTERNATIONAL NEUROPSYCHOLOGICAL SOCIETY","J INT NEUROPSYCH SOC","SCI/SCIE",2.777,3.467,3.5,111,3.17,"3区","医学","临床神经病学","否","否","Bimonthly","86",1995,"UNITED STATES","No","较易","偏慢,4-8周",4884,"https://www.letpub.com.cn/index.php?journalid=5307&page=journalapp&view=detail"
"1550-2783","Journal of the International Society of Sports Nutrition","J INT SOC SPORT NUTR","SCIE",3.135,2.898,12.2,34,2.08,"3区","医学","营养学","否","否","Monthly","47",2004,"UNITED STATES","Yes","较易","较慢,6-12周",4116,"https://www.letpub.com.cn/index.php?journalid=5308&page=journalapp&view=detail"
"1735-207X","Journal of the Iranian Chemical Society","J IRAN CHEM SOC","SCIE",1.593,1.392,16.7,38,1.47,"4区","化学","化学综合","否","否","Quarterly","249",2004,"IRAN","No","容易","约6.0个月",9869,"https://www.letpub.com.cn/index.php?journalid=5309&page=journalapp&view=detail"
"0021-4876","JOURNAL OF THE JAPAN INSTITUTE OF METALS","J JPN I MET","SCI/SCIE",0.312,0.286,29.8,NA,0.39,"4区","工程技术","冶金工程","否","否","Monthly","77",0,"JAPAN","No","容易","较慢,6-12周",4573,"https://www.letpub.com.cn/index.php?journalid=5310&page=journalapp&view=detail"
"1346-8804","JOURNAL OF THE JAPAN PETROLEUM INSTITUTE","J JPN PETROL INST","SCIE",0.631,0.731,9.5,23,0.66,"4区","工程技术","能源与燃料","否","否","Bimonthly","37",2002,"JAPAN","Yes","容易",">12周，或约稿",10366,"https://www.letpub.com.cn/index.php?journalid=5311&page=journalapp&view=detail"
"1341-027X","JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI","J JPN SOC FOOD SCI","SCIE",0.273,0.275,59.7,NA,0.31,"4区","工程技术","食品科技","否","否","Monthly","71",1995,"JAPAN","No","容易","较慢,18-36周",6258,"https://www.letpub.com.cn/index.php?journalid=5312&page=journalapp&view=detail"
"1882-3351","JOURNAL OF THE JAPANESE SOCIETY FOR HORTICULTURAL SCIENCE","J JPN SOC HORTIC SCI","无",0,0,NA,NA,NA,"未录","","",NA,NA,"Quarterly","0",0,"JAPAN","No","容易",">36周，或约稿",7341,"https://www.letpub.com.cn/index.php?journalid=5313&page=journalapp&view=detail"
"0022-8567","JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY","J KANSAS ENTOMOL SOC","SCI/SCIE",0.299,0.475,0,28,0.41,"4区","生物","昆虫学","否","否","Quarterly","9",1928,"UNITED STATES","No","容易",">12周，或约稿",3575,"https://www.letpub.com.cn/index.php?journalid=5314&page=journalapp&view=detail"
"1225-4614","Journal of the Korean Astronomical Society","J KOREAN ASTRON SOC","SCIE",1.545,1.078,12.8,13,1.17,"4区","地学天文","天文与天体物理","否","否","Bimonthly","21",0,"SOUTH KOREA","No","容易",">12周，或约稿",3603,"https://www.letpub.com.cn/index.php?journalid=5315&page=journalapp&view=detail"
"0304-9914","JOURNAL OF THE KOREAN MATHEMATICAL SOCIETY","J KOREAN MATH SOC","SCIE",0.684,0.634,3.8,26,0.61,"4区","数学","数学","否","否","Bimonthly","107",0,"SOUTH KOREA","No","容易","较慢,6-12周",5671,"https://www.letpub.com.cn/index.php?journalid=5316&page=journalapp&view=detail"
"1975-8456","JOURNAL OF THE KOREAN MEDICAL ASSOCIATION","J KOREAN MED ASSOC","无",0,0,NA,11,0.24,"未录","","",NA,NA,"Monthly","115",1995,NA,"No","容易","偏慢,4-8周",3031,"https://www.letpub.com.cn/index.php?journalid=5317&page=journalapp&view=detail"
"0374-4884","JOURNAL OF THE KOREAN PHYSICAL SOCIETY","J KOREAN PHYS SOC","SCI/SCIE",0.493,0.401,12.4,40,0.47,"4区","物理","物理：综合","否","否","Monthly","335",1968,"SOUTH KOREA","No","容易","约12.0个月",13986,"https://www.letpub.com.cn/index.php?journalid=5318&page=journalapp&view=detail"
"1738-2203","Journal of the Korean Society for Applied Biological Chemistry","J KOREAN SOC APPL BI","SCIE",1.129,0.84,0,NA,NA,"未录","","",NA,NA,"Bimonthly","0",0,"SOUTH KOREA","No","容易","偏慢,4-8周",6492,"https://www.letpub.com.cn/index.php?journalid=5319&page=journalapp&view=detail"
"1226-3192","Journal of the Korean Statistical Society","J KOREAN STAT SOC","SCIE",0.734,0.662,7.5,16,0.62,"4区","数学","统计学与概率论","否","否","Quarterly","49",0,"SOUTH KOREA","No","容易","约3.0个月",9295,"https://www.letpub.com.cn/index.php?journalid=5320&page=journalapp&view=detail"
"1226-0053","JOURNAL OF THE KOREAN SURGICAL SOCIETY","","无",0,0,NA,NA,NA,"未录","","",NA,NA,"Monthly","0",0,NA,"No","0%","",2934,"https://www.letpub.com.cn/index.php?journalid=5321&page=journalapp&view=detail"
"0024-0966","JOURNAL OF THE LEPIDOPTERISTS SOCIETY","J LEPID SOC","SCIE",0.463,0.492,13.6,NA,0.5,"4区","生物","昆虫学","否","否","Quarterly","36",1959,"UNITED STATES","No","容易",">12周，或约稿",3687,"https://www.letpub.com.cn/index.php?journalid=5322&page=journalapp&view=detail"
"0024-6107","JOURNAL OF THE LONDON MATHEMATICAL SOCIETY-SECOND SERIES","J LOND MATH SOC","SCI/SCIE",0.892,1.071,2.1,NA,1,"3区","数学","数学","否","否","Bimonthly","80",0,"ENGLAND","No","容易","较慢,6-12周",6770,"https://www.letpub.com.cn/index.php?journalid=5323&page=journalapp&view=detail"
"0025-3154","JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM","J MAR BIOL ASSOC UK","SCI/SCIE",1.403,1.232,6.1,57,1.17,"4区","生物","海洋与淡水生物学","否","否","Bimonthly","148",1887,"ENGLAND","No","容易","一般,3-8周",4676,"https://www.letpub.com.cn/index.php?journalid=5324&page=journalapp&view=detail"
"0025-5645","JOURNAL OF THE MATHEMATICAL SOCIETY OF JAPAN","J MATH SOC JPN","SCI/SCIE",0.664,0.675,2.1,27,0.68,"4区","数学","数学","否","否","Quarterly","61",0,"JAPAN","No","容易",">12周，或约稿",4232,"https://www.letpub.com.cn/index.php?journalid=5325&page=journalapp&view=detail"
"1751-6161","Journal of the Mechanical Behavior of Biomedical Materials","J MECH BEHAV BIOMED","SCIE",3.239,3.569,12.7,57,3.49,"2区","工程技术","工程：生物医学","否","否","Quarterly","437",2008,"NETHERLANDS","No","容易","约3.0个月",37868,"https://www.letpub.com.cn/index.php?journalid=5326&page=journalapp&view=detail"
"0022-5096","JOURNAL OF THE MECHANICS AND PHYSICS OF SOLIDS","J MECH PHYS SOLIDS","SCI/SCIE",3.566,4.23,8.7,142,4.03,"2区","物理","材料科学：综合","是","否","Monthly","201",1952,"UNITED STATES","No","较难","偏慢,4-8周",52950,"https://www.letpub.com.cn/index.php?journalid=5327&page=journalapp&view=detail"
"0026-1165","JOURNAL OF THE METEOROLOGICAL SOCIETY OF JAPAN","J METEOROL SOC JPN","SCI/SCIE",5.023,2.651,5.7,69,3.57,"2区","地学","气象与大气科学","否","否","Bimonthly","21",1965,"JAPAN","Yes","容易","约3.0个月",12685,"https://www.letpub.com.cn/index.php?journalid=5328&page=journalapp&view=detail"
"1870-249X","Journal of the Mexican Chemical Society","J MEX CHEM SOC","SCIE",0.643,1.122,0,15,0.9,"4区","化学","化学综合","否","否","Quarterly","32",0,"MEXICO","Yes","容易","较慢,6-12周",4179,"https://www.letpub.com.cn/index.php?journalid=5329&page=journalapp&view=detail"
"0027-8874","JNCI-Journal of the National Cancer Institute","J NATL CANCER I","SCI/SCIE",0,0,NA,NA,5.18,"1区","医学","肿瘤学","是","否","Semimonthly","165",0,"UNITED STATES","No","很难","偏慢,4-8周",8509,"https://www.letpub.com.cn/index.php?journalid=5330&page=journalapp&view=detail"
"1540-1405","Journal of the National Comprehensive Cancer Network","J NATL COMPR CANC NE","SCIE",6.471,5.133,1.5,NA,4.33,"2区","医学","肿瘤学","否","否","Monthly","134",2003,"UNITED STATES","No","","偏慢,4-8周",5247,"https://www.letpub.com.cn/index.php?journalid=5331&page=journalapp&view=detail"
"0027-9684","JOURNAL OF THE NATIONAL MEDICAL ASSOCIATION","J NATL MED ASSOC","SCIE",0.477,0.839,6.5,60,0.36,"4区","医学","医学：内科","否","否","Monthly","42",1909,"UNITED STATES","No","容易",">12周，或约稿",3786,"https://www.letpub.com.cn/index.php?journalid=5332&page=journalapp&view=detail"
"1391-4588","JOURNAL OF THE NATIONAL SCIENCE FOUNDATION OF SRI LANKA","J NATL SCI FOUND SRI","SCIE",0.305,0.456,0,12,0.38,"4区","综合性期刊","综合性期刊","否","否","Quarterly","41",0,"SRI LANKA","No","容易",">12周，或约稿",4685,"https://www.letpub.com.cn/index.php?journalid=5333&page=journalapp&view=detail"
"0022-510X","JOURNAL OF THE NEUROLOGICAL SCIENCES","J NEUROL SCI","SCI/SCIE",2.448,2.536,6.3,120,2.03,"3区","医学","临床神经病学","否","否","Monthly","506",1964,"NETHERLANDS","No","约33.33%","约1.0个月",19631,"https://www.letpub.com.cn/index.php?journalid=5334&page=journalapp&view=detail"
"0887-3593","JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY","J N AM BENTHOL SOC","无",0,0,NA,NA,NA,"未录","","",NA,NA,"Quarterly","0",1986,"UNITED STATES","No","约95%","平均3月",3973,"https://www.letpub.com.cn/index.php?journalid=5335&page=journalapp&view=detail"
"0160-5682","JOURNAL OF THE OPERATIONAL RESEARCH SOCIETY","J OPER RES SOC","SCI/SCIE",1.396,1.634,9,87,1.56,"4区","管理科学","运筹学与管理科学","否","否","Monthly","127",1978,"ENGLAND","No","容易","约7.0个月",29796,"https://www.letpub.com.cn/index.php?journalid=5336&page=journalapp&view=detail"
"0453-4514","JOURNAL OF THE OPERATIONS RESEARCH SOCIETY OF JAPAN","J OPER RES SOC JPN","无",0,0,NA,23,0.25,"未录","","",NA,NA,"Quarterly","0",0,"JAPAN","No","约75%","平均12月",3776,"https://www.letpub.com.cn/index.php?journalid=5337&page=journalapp&view=detail"
